Velocities
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	
3	0	0	3	0	0	3	0	0	3	0	0	3	0	0	3	0	0	
4	-0.000956495	0	4	0.00387461	0	4	4.15953e-05	0	4	0.0219034	0	4	-0	0	4	0.0275401	0	
5	-0.000936873	0	5	0.00353706	0	5	0.000158507	0	5	0.020974	0	5	-0	0	5	0.0252672	0	
6	-0.000966542	0	6	0.00315957	0	6	0.000314436	0	6	0.0200808	0	6	-0	0	6	0.0237894	0	
7	-0.00084982	0	7	0.00300346	0	7	8.67636e-05	0	7	0.0186731	0	7	-0	0	7	0.0223695	0	
8	-0.000734263	0	8	0.00276729	0	8	-0.000142424	0	8	0.0181712	0	8	-0	0	8	0.0210684	0	
9	-0.000724311	0	9	0.00274812	0	9	-0.000153892	0	9	0.017081	0	9	-0	0	9	0.0204022	0	
10	-0.000556948	0	10	0.00264806	0	10	-0.00040421	0	10	0.0156106	0	10	-0	0	10	0.0196001	0	
11	-1.76785e-05	0	11	0.00262218	0	11	-0.00101333	0	11	0.0118814	0	11	-0	0	11	0.0201657	0	
12	3.94246e-05	0	12	0.00245751	0	12	-0.00094233	0	12	0.00871891	0	12	-0	0	12	0.0183089	0	
13	1.54162e-05	0	13	0.00206569	0	13	-0.000746444	0	13	0.00566428	0	13	-0	0	13	0.0164124	0	
14	0	0	14	0	0	14	0	0	14	0	0	14	0	0	14	0	0	
15	0.00022679	0	15	0.00369634	0	15	-0.00138691	0	15	-2.4978e-05	0	15	-0	0	15	0.0255248	0	
16	0.00151766	0	16	0.00417024	0	16	-0.00189055	0	16	-0.00575134	0	16	-0	0	16	0.023068	0	
17	0.00232051	0	17	0.00521326	0	17	-0.00252318	0	17	-0.00138051	0	17	-0	0	17	0.0312382	0	
18	0.00243463	0	18	0.00431169	0	18	-0.00188973	0	18	-0.000506232	0	18	-0	0	18	0.0214957	0	
19	0.0031819	0	19	0.00145456	0	19	-0.00211735	0	19	-0.0010435	0	19	-0	0	19	0.00462454	0	
20	0	0	20	0	0	20	0	0	20	0	0	20	0	0	20	0	0	
21	0	0	21	0	0	21	0	0	21	0	0	21	0	0	21	0	0	
22	0.00391635	0	22	-0.00368517	0	22	-0.00231185	0	22	-0.0637537	0	22	-0	0	22	-0.0478879	0	
23	0.00567715	0	23	-0.000610457	0	23	-0.00608024	0	23	-0.1	0	23	-0	0	23	-0.0457049	0	
24	0.00631495	0	24	-0.000568737	0	24	-0.00816368	0	24	-0.1	0	24	-0	0	24	-0.0419645	0	
25	0.00566443	0	25	-0.00127459	0	25	-0.00767634	0	25	-0.1	0	25	-0	0	25	-0.0541014	0	
26	0.007004	0	26	-0.00199996	0	26	-0.00910616	0	26	-0.1	0	26	-0	0	26	-0.059474	0	
27	0.00887016	0	27	-0.00164642	0	27	-0.0116973	0	27	-0.1	0	27	-0	0	27	-0.0710064	0	
28	0.00862726	0	28	0.000259395	0	28	-0.0129591	0	28	-0.1	0	28	-0	0	28	-0.0736671	0	
29	0.00795516	0	29	0.000904428	0	29	-0.0128399	0	29	-0.1	0	29	-0	0	29	-0.0662836	0	
30	0	0	30	0	0	30	0	0	30	0	0	30	0	0	30	0	0	
